record_no,index,seed,fundamental_freq,fundamental_amp,fundamental_phase,overtone_freqs,overtone_amps,overtone_phases,full_tone_adsr,full_tone_hold,full_tone_sustain_hold,chorus_delay,chorus_depth,chorus_rate,chorus_wet_level,filename,vanilla,chorus
68,33,203,38.890872965260115,0.85,0.5235987755982988,"[77.78174593052023, 116.67261889578035, 155.56349186104046, 194.45436482630058, 233.3452377915607]","[0.55, 0.05, 0.1, 0.6000000000000001, 0.1]","[5.759586531581287, 1.5707963267948966, 5.759586531581287, 5.235987755982988, 0.0]","[1200, 0, 200, 50, 300]",0.7,50,1,9,3,0.5,CHR_33_203_39.wav,0,1
69,34,209,493.8833012561241,0.2,4.71238898038469,"[987.7666025122483, 1481.6499037683725, 1975.5332050244965, 2469.4165062806205, 2963.299807536745]","[0.65, 0.0, 0.8, 0.4, 0.8500000000000001]","[3.665191429188092, 0.5235987755982988, 5.235987755982988, 4.1887902047863905, 5.235987755982988]","[200, 20, 1000, 100, 400]",0.5,100,0,0,0,0,VNL_34_209_494.wav,1,0
70,34,209,493.8833012561241,0.2,4.71238898038469,"[987.7666025122483, 1481.6499037683725, 1975.5332050244965, 2469.4165062806205, 2963.299807536745]","[0.65, 0.0, 0.8, 0.4, 0.8500000000000001]","[3.665191429188092, 0.5235987755982988, 5.235987755982988, 4.1887902047863905, 5.235987755982988]","[200, 20, 1000, 100, 400]",0.5,100,15,8,3,0.5,CHR_34_209_494.wav,0,1
71,35,215,466.1637615180899,0.1,5.235987755982988,"[932.3275230361799, 1398.49128455427, 1864.6550460723597, 2330.8188075904495, 2796.98256910854]","[0.9, 0.6000000000000001, 0.2, 0.8, 0.05]","[2.617993877991494, 4.71238898038469, 3.141592653589793, 5.759586531581287, 5.235987755982988]","[1000, 20, 100, 200, 200]",0.5,200,0,0,0,0,VNL_35_215_466.wav,1,0
72,35,215,466.1637615180899,0.1,5.235987755982988,"[932.3275230361799, 1398.49128455427, 1864.6550460723597, 2330.8188075904495, 2796.98256910854]","[0.9, 0.6000000000000001, 0.2, 0.8, 0.05]","[2.617993877991494, 4.71238898038469, 3.141592653589793, 5.759586531581287, 5.235987755982988]","[1000, 20, 100, 200, 200]",0.5,200,1,5,2,0.5,CHR_35_215_466.wav,0,1
73,36,221,123.47082531403103,0.35,5.759586531581287,"[246.94165062806206, 370.4124759420931, 493.8833012561241, 617.3541265701551, 740.8249518841862]","[0.45, 0.45, 0.5, 0.35000000000000003, 0.35000000000000003]","[1.5707963267948966, 1.0471975511965976, 4.1887902047863905, 5.759586531581287, 3.141592653589793]","[1200, 0, 200, 200, 200]",0.7,200,0,0,0,0,VNL_36_221_123.wav,1,0
74,36,221,123.47082531403103,0.35,5.759586531581287,"[246.94165062806206, 370.4124759420931, 493.8833012561241, 617.3541265701551, 740.8249518841862]","[0.45, 0.45, 0.5, 0.35000000000000003, 0.35000000000000003]","[1.5707963267948966, 1.0471975511965976, 4.1887902047863905, 5.759586531581287, 3.141592653589793]","[1200, 0, 200, 200, 200]",0.7,200,1,7,1,0.5,CHR_36_221_123.wav,0,1
75,37,227,58.27047018976124,0.45000000000000007,2.0943951023931953,"[116.54094037952248, 174.81141056928374, 233.08188075904496, 291.3523509488062, 349.6228211385675]","[0.5, 0.1, 0.35000000000000003, 0.75, 0.6000000000000001]","[2.617993877991494, 1.5707963267948966, 1.0471975511965976, 0.0, 5.235987755982988]","[400, 20, 1000, 300, 50]",0.4,300,0,0,0,0,VNL_37_227_58.wav,1,0
76,37,227,58.27047018976124,0.45000000000000007,2.0943951023931953,"[116.54094037952248, 174.81141056928374, 233.08188075904496, 291.3523509488062, 349.6228211385675]","[0.5, 0.1, 0.35000000000000003, 0.75, 0.6000000000000001]","[2.617993877991494, 1.5707963267948966, 1.0471975511965976, 0.0, 5.235987755982988]","[400, 20, 1000, 300, 50]",0.4,300,1,8,2,0.5,CHR_37_227_58.wav,0,1
77,38,233,3520.0,0.45000000000000007,4.71238898038469,"[7040.0, 10560.0, 14080.0, 17600.0, 21120.0]","[0.8, 0.25, 0.0, 0.4, 0.25]","[1.0471975511965976, 2.0943951023931953, 1.0471975511965976, 0.5235987755982988, 4.1887902047863905]","[200, 40, 1000, 200, 400]",0.5,200,0,0,0,0,VNL_38_233_3520.wav,1,0
78,38,233,3520.0,0.45000000000000007,4.71238898038469,"[7040.0, 10560.0, 14080.0, 17600.0, 21120.0]","[0.8, 0.25, 0.0, 0.4, 0.25]","[1.0471975511965976, 2.0943951023931953, 1.0471975511965976, 0.5235987755982988, 4.1887902047863905]","[200, 40, 1000, 200, 400]",0.5,200,20,10,4,0.5,CHR_38_233_3520.wav,0,1
79,39,239,329.6275569128699,0.5,0.0,"[659.2551138257398, 988.8826707386097, 1318.5102276514797, 1648.1377845643497, 1977.7653414772194]","[0.55, 0.55, 0.9500000000000001, 0.55, 0.15000000000000002]","[5.759586531581287, 3.665191429188092, 3.665191429188092, 0.5235987755982988, 1.5707963267948966]","[1500, 0, 0, 200, 300]",0.7,200,0,0,0,0,VNL_39_239_330.wav,1,0
80,39,239,329.6275569128699,0.5,0.0,"[659.2551138257398, 988.8826707386097, 1318.5102276514797, 1648.1377845643497, 1977.7653414772194]","[0.55, 0.55, 0.9500000000000001, 0.55, 0.15000000000000002]","[5.759586531581287, 3.665191429188092, 3.665191429188092, 0.5235987755982988, 1.5707963267948966]","[1500, 0, 0, 200, 300]",0.7,200,25,8,2,0.5,CHR_39_239_330.wav,0,1
81,40,245,2489.0158697766474,0.15000000000000002,0.0,"[4978.031739553295, 7467.047609329942, 9956.06347910659, 12445.079348883237, 14934.095218659884]","[0.8500000000000001, 0.5, 0.8, 0.65, 0.2]","[0.5235987755982988, 0.0, 2.617993877991494, 3.141592653589793, 2.0943951023931953]","[400, 40, 1000, 0, 100]",0.5,0,0,0,0,0,VNL_40_245_2489.wav,1,0
82,40,245,2489.0158697766474,0.15000000000000002,0.0,"[4978.031739553295, 7467.047609329942, 9956.06347910659, 12445.079348883237, 14934.095218659884]","[0.8500000000000001, 0.5, 0.8, 0.65, 0.2]","[0.5235987755982988, 0.0, 2.617993877991494, 3.141592653589793, 2.0943951023931953]","[400, 40, 1000, 0, 100]",0.5,0,30,9,3,0.5,CHR_40_245_2489.wav,0,1
83,41,251,41.20344461410875,0.9,3.141592653589793,"[82.4068892282175, 123.61033384232624, 164.813778456435, 206.01722307054374, 247.22066768465248]","[0.7000000000000001, 0.65, 0.4, 0.6000000000000001, 0.7000000000000001]","[2.617993877991494, 5.759586531581287, 4.71238898038469, 3.141592653589793, 5.235987755982988]","[500, 40, 100, 300, 1000]",0.4,300,0,0,0,0,VNL_41_251_41.wav,1,0
84,41,251,41.20344461410875,0.9,3.141592653589793,"[82.4068892282175, 123.61033384232624, 164.813778456435, 206.01722307054374, 247.22066768465248]","[0.7000000000000001, 0.65, 0.4, 0.6000000000000001, 0.7000000000000001]","[2.617993877991494, 5.759586531581287, 4.71238898038469, 3.141592653589793, 5.235987755982988]","[500, 40, 100, 300, 1000]",0.4,300,20,3,2,0.5,CHR_41_251_41.wav,0,1
85,42,257,2637.02045530296,0.1,5.235987755982988,"[5274.04091060592, 7911.061365908879, 10548.08182121184, 13185.102276514799, 15822.122731817759]","[0.8500000000000001, 0.55, 0.05, 0.75, 0.5]","[4.1887902047863905, 4.1887902047863905, 2.617993877991494, 2.0943951023931953, 3.141592653589793]","[400, 0, 1500, 50, 20]",0.8,50,0,0,0,0,VNL_42_257_2637.wav,1,0
86,42,257,2637.02045530296,0.1,5.235987755982988,"[5274.04091060592, 7911.061365908879, 10548.08182121184, 13185.102276514799, 15822.122731817759]","[0.8500000000000001, 0.55, 0.05, 0.75, 0.5]","[4.1887902047863905, 4.1887902047863905, 2.617993877991494, 2.0943951023931953, 3.141592653589793]","[400, 0, 1500, 50, 20]",0.8,50,3,4,3,0.5,CHR_42_257_2637.wav,0,1
87,43,263,3322.437580639561,0.2,1.0471975511965976,"[6644.875161279122, 9967.312741918682, 13289.750322558244, 16612.187903197806, 19934.625483837364]","[0.05, 0.30000000000000004, 0.65, 0.5, 0.65]","[4.1887902047863905, 0.5235987755982988, 0.0, 4.1887902047863905, 2.617993877991494]","[1200, 20, 400, 200, 0]",0.7,200,0,0,0,0,VNL_43_263_3322.wav,1,0
88,43,263,3322.437580639561,0.2,1.0471975511965976,"[6644.875161279122, 9967.312741918682, 13289.750322558244, 16612.187903197806, 19934.625483837364]","[0.05, 0.30000000000000004, 0.65, 0.5, 0.65]","[4.1887902047863905, 0.5235987755982988, 0.0, 4.1887902047863905, 2.617993877991494]","[1200, 20, 400, 200, 0]",0.7,200,4,3,2,0.5,CHR_43_263_3322.wav,0,1
89,44,269,2637.02045530296,0.55,4.1887902047863905,"[5274.04091060592, 7911.061365908879, 10548.08182121184, 13185.102276514799, 15822.122731817759]","[0.6000000000000001, 0.1, 0.30000000000000004, 0.8500000000000001, 0.05]","[3.665191429188092, 4.1887902047863905, 0.0, 4.1887902047863905, 0.0]","[200, 0, 1000, 50, 400]",0.8,50,0,0,0,0,VNL_44_269_2637.wav,1,0
90,44,269,2637.02045530296,0.55,4.1887902047863905,"[5274.04091060592, 7911.061365908879, 10548.08182121184, 13185.102276514799, 15822.122731817759]","[0.6000000000000001, 0.1, 0.30000000000000004, 0.8500000000000001, 0.05]","[3.665191429188092, 4.1887902047863905, 0.0, 4.1887902047863905, 0.0]","[200, 0, 1000, 50, 400]",0.8,50,3,6,2,0.5,CHR_44_269_2637.wav,0,1
91,45,275,97.99885899543733,0.65,0.5235987755982988,"[195.99771799087466, 293.996576986312, 391.9954359817493, 489.99429497718666, 587.993153972624]","[0.75, 0.75, 0.30000000000000004, 0.2, 0.15000000000000002]","[5.235987755982988, 2.617993877991494, 5.235987755982988, 3.665191429188092, 4.71238898038469]","[1500, 0, 100, 50, 0]",0.6,50,0,0,0,0,VNL_45_275_98.wav,1,0
92,45,275,97.99885899543733,0.65,0.5235987755982988,"[195.99771799087466, 293.996576986312, 391.9954359817493, 489.99429497718666, 587.993153972624]","[0.75, 0.75, 0.30000000000000004, 0.2, 0.15000000000000002]","[5.235987755982988, 2.617993877991494, 5.235987755982988, 3.665191429188092, 4.71238898038469]","[1500, 0, 100, 50, 0]",0.6,50,1,10,2,0.5,CHR_45_275_98.wav,0,1
93,46,281,415.3046975799451,0.2,1.5707963267948966,"[830.6093951598903, 1245.9140927398353, 1661.2187903197805, 2076.5234878997258, 2491.8281854796705]","[0.1, 0.45, 0.65, 0.45, 0.0]","[1.0471975511965976, 3.665191429188092, 2.617993877991494, 3.665191429188092, 2.0943951023931953]","[400, 40, 1000, 150, 200]",0.6,150,0,0,0,0,VNL_46_281_415.wav,1,0
94,46,281,415.3046975799451,0.2,1.5707963267948966,"[830.6093951598903, 1245.9140927398353, 1661.2187903197805, 2076.5234878997258, 2491.8281854796705]","[0.1, 0.45, 0.65, 0.45, 0.0]","[1.0471975511965976, 3.665191429188092, 2.617993877991494, 3.665191429188092, 2.0943951023931953]","[400, 40, 1000, 150, 200]",0.6,150,5,1,4,0.5,CHR_46_281_415.wav,0,1
95,47,287,3729.3100921447194,0.15000000000000002,5.235987755982988,"[7458.620184289439, 11187.93027643416, 14917.240368578878, 18646.550460723596, 22375.86055286832]","[0.0, 0.05, 0.9, 0.75, 0.8500000000000001]","[1.0471975511965976, 2.0943951023931953, 2.0943951023931953, 0.5235987755982988, 0.0]","[1200, 0, 200, 150, 100]",0.7,150,0,0,0,0,VNL_47_287_3729.wav,1,0
96,47,287,3729.3100921447194,0.15000000000000002,5.235987755982988,"[7458.620184289439, 11187.93027643416, 14917.240368578878, 18646.550460723596, 22375.86055286832]","[0.0, 0.05, 0.9, 0.75, 0.8500000000000001]","[1.0471975511965976, 2.0943951023931953, 2.0943951023931953, 0.5235987755982988, 0.0]","[1200, 0, 200, 150, 100]",0.7,150,10,3,1,0.5,CHR_47_287_3729.wav,0,1
97,48,293,220.0,0.85,5.759586531581287,"[440.0, 660.0, 880.0, 1100.0, 1320.0]","[0.4, 0.8500000000000001, 0.75, 0.2, 0.75]","[5.235987755982988, 2.617993877991494, 5.759586531581287, 2.0943951023931953, 3.665191429188092]","[1200, 0, 200, 150, 200]",0.7,150,0,0,0,0,VNL_48_293_220.wav,1,0
98,48,293,220.0,0.85,5.759586531581287,"[440.0, 660.0, 880.0, 1100.0, 1320.0]","[0.4, 0.8500000000000001, 0.75, 0.2, 0.75]","[5.235987755982988, 2.617993877991494, 5.759586531581287, 2.0943951023931953, 3.665191429188092]","[1200, 0, 200, 150, 200]",0.7,150,1,9,4,0.5,CHR_48_293_220.wav,0,1
99,49,299,97.99885899543733,0.15000000000000002,3.665191429188092,"[195.99771799087466, 293.996576986312, 391.9954359817493, 489.99429497718666, 587.993153972624]","[0.45, 0.1, 0.8, 0.30000000000000004, 0.55]","[5.759586531581287, 2.0943951023931953, 2.617993877991494, 4.1887902047863905, 4.71238898038469]","[200, 0, 1500, 150, 0]",0.4,150,0,0,0,0,VNL_49_299_98.wav,1,0
100,49,299,97.99885899543733,0.15000000000000002,3.665191429188092,"[195.99771799087466, 293.996576986312, 391.9954359817493, 489.99429497718666, 587.993153972624]","[0.45, 0.1, 0.8, 0.30000000000000004, 0.55]","[5.759586531581287, 2.0943951023931953, 2.617993877991494, 4.1887902047863905, 4.71238898038469]","[200, 0, 1500, 150, 0]",0.4,150,15,10,4,0.5,CHR_49_299_98.wav,0,1
101,50,305,2217.4610478149766,0.65,2.617993877991494,"[4434.922095629953, 6652.383143444929, 8869.844191259906, 11087.305239074884, 13304.766286889859]","[0.6000000000000001, 0.8500000000000001, 0.05, 0.2, 0.25]","[5.235987755982988, 4.1887902047863905, 1.5707963267948966, 1.5707963267948966, 4.71238898038469]","[0, 0, 50, 150, 1500]",0.7,150,0,0,0,0,VNL_50_305_2217.wav,1,0
102,50,305,2217.4610478149766,0.65,2.617993877991494,"[4434.922095629953, 6652.383143444929, 8869.844191259906, 11087.305239074884, 13304.766286889859]","[0.6000000000000001, 0.8500000000000001, 0.05, 0.2, 0.25]","[5.235987755982988, 4.1887902047863905, 1.5707963267948966, 1.5707963267948966, 4.71238898038469]","[0, 0, 50, 150, 1500]",0.7,150,10,9,4,0.5,CHR_50_305_2217.wav,0,1
103,51,311,659.2551138257398,0.9,1.5707963267948966,"[1318.5102276514797, 1977.7653414772194, 2637.0204553029594, 3296.2755691286993, 3955.530682954439]","[0.8, 0.25, 0.1, 0.8500000000000001, 0.4]","[2.0943951023931953, 1.0471975511965976, 2.0943951023931953, 0.5235987755982988, 2.0943951023931953]","[400, 0, 20, 0, 1500]",0.8,0,0,0,0,0,VNL_51_311_659.wav,1,0
104,51,311,659.2551138257398,0.9,1.5707963267948966,"[1318.5102276514797, 1977.7653414772194, 2637.0204553029594, 3296.2755691286993, 3955.530682954439]","[0.8, 0.25, 0.1, 0.8500000000000001, 0.4]","[2.0943951023931953, 1.0471975511965976, 2.0943951023931953, 0.5235987755982988, 2.0943951023931953]","[400, 0, 20, 0, 1500]",0.8,0,4,7,4,0.5,CHR_51_311_659.wav,0,1
105,52,317,3322.437580639561,0.30000000000000004,5.235987755982988,"[6644.875161279122, 9967.312741918682, 13289.750322558244, 16612.187903197806, 19934.625483837364]","[0.9, 0.30000000000000004, 0.65, 0.0, 0.7000000000000001]","[1.0471975511965976, 3.665191429188092, 5.759586531581287, 0.0, 0.0]","[1000, 0, 300, 100, 400]",0.4,100,0,0,0,0,VNL_52_317_3322.wav,1,0
106,52,317,3322.437580639561,0.30000000000000004,5.235987755982988,"[6644.875161279122, 9967.312741918682, 13289.750322558244, 16612.187903197806, 19934.625483837364]","[0.9, 0.30000000000000004, 0.65, 0.0, 0.7000000000000001]","[1.0471975511965976, 3.665191429188092, 5.759586531581287, 0.0, 0.0]","[1000, 0, 300, 100, 400]",0.4,100,3,6,2,0.5,CHR_52_317_3322.wav,0,1
107,53,323,3322.437580639561,0.15000000000000002,3.665191429188092,"[6644.875161279122, 9967.312741918682, 13289.750322558244, 16612.187903197806, 19934.625483837364]","[0.25, 0.7000000000000001, 0.4, 0.65, 0.15000000000000002]","[0.0, 4.1887902047863905, 3.141592653589793, 1.0471975511965976, 1.0471975511965976]","[1000, 20, 20, 250, 300]",0.7,250,0,0,0,0,VNL_53_323_3322.wav,1,0
108,53,323,3322.437580639561,0.15000000000000002,3.665191429188092,"[6644.875161279122, 9967.312741918682, 13289.750322558244, 16612.187903197806, 19934.625483837364]","[0.25, 0.7000000000000001, 0.4, 0.65, 0.15000000000000002]","[0.0, 4.1887902047863905, 3.141592653589793, 1.0471975511965976, 1.0471975511965976]","[1000, 20, 20, 250, 300]",0.7,250,3,10,3,0.5,CHR_53_323_3322.wav,0,1
109,54,329,2093.004522404789,0.35,5.759586531581287,"[4186.009044809578, 6279.013567214367, 8372.018089619156, 10465.022612023946, 12558.027134428734]","[0.8500000000000001, 0.15000000000000002, 0.05, 0.8, 0.75]","[1.0471975511965976, 3.665191429188092, 4.1887902047863905, 2.617993877991494, 2.0943951023931953]","[1200, 0, 50, 250, 500]",0.4,250,0,0,0,0,VNL_54_329_2093.wav,1,0
110,54,329,2093.004522404789,0.35,5.759586531581287,"[4186.009044809578, 6279.013567214367, 8372.018089619156, 10465.022612023946, 12558.027134428734]","[0.8500000000000001, 0.15000000000000002, 0.05, 0.8, 0.75]","[1.0471975511965976, 3.665191429188092, 4.1887902047863905, 2.617993877991494, 2.0943951023931953]","[1200, 0, 50, 250, 500]",0.4,250,25,7,3,0.5,CHR_54_329_2093.wav,0,1
111,55,335,2637.02045530296,0.2,0.0,"[5274.04091060592, 7911.061365908879, 10548.08182121184, 13185.102276514799, 15822.122731817759]","[0.5, 0.35000000000000003, 0.8500000000000001, 0.35000000000000003, 0.2]","[1.0471975511965976, 4.1887902047863905, 2.617993877991494, 4.1887902047863905, 0.0]","[1000, 20, 50, 100, 400]",0.8,100,0,0,0,0,VNL_55_335_2637.wav,1,0
112,55,335,2637.02045530296,0.2,0.0,"[5274.04091060592, 7911.061365908879, 10548.08182121184, 13185.102276514799, 15822.122731817759]","[0.5, 0.35000000000000003, 0.8500000000000001, 0.35000000000000003, 0.2]","[1.0471975511965976, 4.1887902047863905, 2.617993877991494, 4.1887902047863905, 0.0]","[1000, 20, 50, 100, 400]",0.8,100,1,6,3,0.5,CHR_55_335_2637.wav,0,1
113,56,341,27.5,0.9500000000000001,1.5707963267948966,"[55.0, 82.5, 110.0, 137.5, 165.0]","[0.30000000000000004, 0.15000000000000002, 0.2, 0.6000000000000001, 0.9]","[3.665191429188092, 3.141592653589793, 5.235987755982988, 4.71238898038469, 2.0943951023931953]","[100, 0, 400, 20, 1000]",0.8,20,0,0,0,0,VNL_56_341_28.wav,1,0
114,56,341,27.5,0.9500000000000001,1.5707963267948966,"[55.0, 82.5, 110.0, 137.5, 165.0]","[0.30000000000000004, 0.15000000000000002, 0.2, 0.6000000000000001, 0.9]","[3.665191429188092, 3.141592653589793, 5.235987755982988, 4.71238898038469, 2.0943951023931953]","[100, 0, 400, 20, 1000]",0.8,20,10,3,4,0.5,CHR_56_341_28.wav,0,1
115,57,347,65.40639132514966,0.4,4.71238898038469,"[130.8127826502993, 196.21917397544897, 261.6255653005986, 327.0319566257483, 392.43834795089793]","[0.30000000000000004, 0.6000000000000001, 0.45, 0.8500000000000001, 0.55]","[3.665191429188092, 3.141592653589793, 0.0, 1.5707963267948966, 4.71238898038469]","[20, 20, 1500, 150, 300]",0.4,150,0,0,0,0,VNL_57_347_65.wav,1,0
116,57,347,65.40639132514966,0.4,4.71238898038469,"[130.8127826502993, 196.21917397544897, 261.6255653005986, 327.0319566257483, 392.43834795089793]","[0.30000000000000004, 0.6000000000000001, 0.45, 0.8500000000000001, 0.55]","[3.665191429188092, 3.141592653589793, 0.0, 1.5707963267948966, 4.71238898038469]","[20, 20, 1500, 150, 300]",0.4,150,2,8,1,0.5,CHR_57_347_65.wav,0,1
117,58,353,277.1826309768721,0.35,1.5707963267948966,"[554.3652619537442, 831.5478929306162, 1108.7305239074883, 1385.9131548843604, 1663.0957858612323]","[0.65, 0.55, 0.9500000000000001, 0.45, 0.15000000000000002]","[4.1887902047863905, 1.0471975511965976, 4.71238898038469, 1.0471975511965976, 0.5235987755982988]","[300, 0, 1000, 250, 50]",0.7,250,0,0,0,0,VNL_58_353_277.wav,1,0
118,58,353,277.1826309768721,0.35,1.5707963267948966,"[554.3652619537442, 831.5478929306162, 1108.7305239074883, 1385.9131548843604, 1663.0957858612323]","[0.65, 0.55, 0.9500000000000001, 0.45, 0.15000000000000002]","[4.1887902047863905, 1.0471975511965976, 4.71238898038469, 1.0471975511965976, 0.5235987755982988]","[300, 0, 1000, 250, 50]",0.7,250,10,2,2,0.5,CHR_58_353_277.wav,0,1
119,59,359,130.8127826502993,0.4,0.5235987755982988,"[261.6255653005986, 392.43834795089793, 523.2511306011972, 654.0639132514966, 784.8766959017959]","[0.25, 0.05, 0.25, 0.35000000000000003, 0.1]","[0.5235987755982988, 3.665191429188092, 2.617993877991494, 1.5707963267948966, 4.1887902047863905]","[50, 0, 300, 200, 1000]",0.5,200,0,0,0,0,VNL_59_359_131.wav,1,0
120,59,359,130.8127826502993,0.4,0.5235987755982988,"[261.6255653005986, 392.43834795089793, 523.2511306011972, 654.0639132514966, 784.8766959017959]","[0.25, 0.05, 0.25, 0.35000000000000003, 0.1]","[0.5235987755982988, 3.665191429188092, 2.617993877991494, 1.5707963267948966, 4.1887902047863905]","[50, 0, 300, 200, 1000]",0.5,200,1,2,3,0.5,CHR_59_359_131.wav,0,1
121,60,365,146.8323839587038,0.55,1.5707963267948966,"[293.6647679174076, 440.4971518761114, 587.3295358348151, 734.1619197935189, 880.9943037522228]","[0.9500000000000001, 0.8, 0.25, 0.0, 0.45]","[1.0471975511965976, 4.1887902047863905, 0.0, 0.5235987755982988, 5.759586531581287]","[1500, 40, 400, 20, 0]",0.4,20,0,0,0,0,VNL_60_365_147.wav,1,0
122,60,365,146.8323839587038,0.55,1.5707963267948966,"[293.6647679174076, 440.4971518761114, 587.3295358348151, 734.1619197935189, 880.9943037522228]","[0.9500000000000001, 0.8, 0.25, 0.0, 0.45]","[1.0471975511965976, 4.1887902047863905, 0.0, 0.5235987755982988, 5.759586531581287]","[1500, 40, 400, 20, 0]",0.4,20,4,3,2,0.5,CHR_60_365_147.wav,0,1
123,61,371,43.653528929125486,0.85,5.759586531581287,"[87.30705785825097, 130.96058678737646, 174.61411571650194, 218.26764464562743, 261.9211735747529]","[0.05, 0.75, 0.55, 0.15000000000000002, 0.45]","[4.1887902047863905, 4.71238898038469, 2.0943951023931953, 5.235987755982988, 4.71238898038469]","[50, 20, 1500, 200, 50]",0.5,200,0,0,0,0,VNL_61_371_44.wav,1,0
124,61,371,43.653528929125486,0.85,5.759586531581287,"[87.30705785825097, 130.96058678737646, 174.61411571650194, 218.26764464562743, 261.9211735747529]","[0.05, 0.75, 0.55, 0.15000000000000002, 0.45]","[4.1887902047863905, 4.71238898038469, 2.0943951023931953, 5.235987755982988, 4.71238898038469]","[50, 20, 1500, 200, 50]",0.5,200,25,7,4,0.5,CHR_61_371_44.wav,0,1
